Chr	start	end	pid	gid	strand	Pheno211121	Pheno171012	Pheno200302	Pheno171115	Pheno170804	Pheno240104	Pheno220101	Pheno171310	Pheno171113	Pheno211133	Pheno170727	Pheno210103	Pheno220411	Pheno171303	Pheno220112	Pheno220402	Pheno200304	Pheno211125	Pheno170907	Pheno180108	Pheno220116	Pheno171112	Pheno220410
1	2098968	2124278	ENSBTAG00000012899	ENSBTAG00000012899	-	267.748993	191.608276	212.594467	269.661011	174.172943	194.056290	274.936157	234.064560	170.231400	203.980103	219.315857	244.734604	198.463348	172.192200	195.633804	183.567535	289.715027	412.351074	155.437057	212.743225	167.299744	225.586060	245.232574
1	2189895	2218344	ENSBTAG00000021819	ENSBTAG00000021819	-	34.416203	32.370819	22.404219	33.593018	32.344765	30.070173	64.521446	25.441544	38.621471	31.663591	19.235868	27.246891	37.038673	16.253649	21.406916	29.767780	32.717915	28.145521	35.264027	26.367792	43.879574	35.727982	47.816799
1	2242523	2314142	ENSBTAG00000019404	ENSBTAG00000019404	-	5.363826	7.150794	8.609638	0.000000	15.814094	17.764170	36.686016	6.668852	9.354587	14.677732	13.058571	19.741663	0.000000	5.252655	10.845553	0.000000	9.932202	0.000000	0.000000	13.648816	10.461281	5.056219	14.792787
1	2786812	2819637	ENSBTAG00000003064	ENSBTAG00000003064	+	6.263568	10.431528	16.034765	13.085934	4.490480	1.542392	9.617811	2.026399	4.314725	4.991934	6.617083	8.400815	10.496776	8.297248	11.052702	15.314719	16.549534	11.688273	5.668206	7.752506	14.481325	9.264205	3.553779
1	2315596	2350090	ENSBTAG00000015212	ENSBTAG00000015212	-	30.390303	18.887295	12.035655	12.451146	19.765572	3.542753	28.692816	23.857344	16.424685	20.824390	15.871363	15.067591	3.263044	16.849276	21.379150	23.876728	8.844089	30.661522	19.374792	20.163025	18.460823	25.301891	23.447311
1	2924656	2936276	ENSBTAG00000003059	ENSBTAG00000003059	+	11.884234	7.376188	19.508463	0.000000	6.753587	0.0	12.423499	0.000000	22.189106	0.000000	21.419033	7.513620	0.000000	7.616145	13.695900	24.136263	26.342093	7.501746	0.000000	0.000000	0.000000	11.392036	8.062613
1	2827691	2916599	ENSBTAG00000003063	ENSBTAG00000003063	+	1.993028	0.935551	0.000000	1.552257	0.000000	4.704148	5.774877	0.000000	0.000000	0.904350	2.162458	3.783292	2.547728	2.881046	2.775260	4.059611	0.000000	0.000000	1.711455	0.000000	0.000000	0.000000	0.000000
1	3760509	3822150	ENSBTAG00000018855	ENSBTAG00000018855	+	0.000000	1.183139	2.751364	4.846501	3.518242	1.232313	5.476245	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	1.302967	0.000000	3.182004	0.000000	0.000000	0.897899	0.000000	0.000000	0.000000
1	3103263	3180340	ENSBTAG00000012412	ENSBTAG00000012412	+	2.642836	1.273154	0.000000	0.639804	0.000000	0.484181	1.444053	0.000000	1.353299	0.000000	0.000000	0.0	0.577815	1.557542	0.000000	1.396894	0.000000	3.873947	1.182247	0.000000	0.000000	0.000000	0.000000
1	3824601	3833406	ENSBTAG00000018854	ENSBTAG00000018854	-	816.333435	963.729370	1101.106201	904.802612	1106.721558	903.668945	826.699829	789.690186	969.497192	813.436401	977.902405	626.824097	756.578979	1022.017456	904.715759	1008.914673	1229.209961	1055.635254	674.489136	907.094177	1010.973145	1023.528809	1012.846619
1	6815185	6858058	ENSBTAG00000004139	ENSBTAG00000004139	-	10.671032	6.752058	5.936252	16.635866	6.159172	8.515658	18.213188	5.419402	5.910695	6.879728	13.138997	5.597908	1.945940	8.772706	13.547429	13.116851	12.881931	2.907195	8.816144	10.710884	4.349767	0.000000	12.986526
1	7114205	7127950	ENSBTAG00000014233	ENSBTAG00000014233	+	66.546936	57.117023	76.839958	32.363842	58.880836	45.387684	58.246616	52.390934	49.128757	52.306419	28.996969	41.394234	33.612408	64.379723	57.126072	59.004314	68.972809	67.735901	39.025146	47.925964	63.797009	44.968716	58.123737
1	7167841	7170830	ENSBTAG00000020121	ENSBTAG00000020121	+	11.366182	0.0	0.000000	17.458637	16.733109	10.713521	22.715389	0.000000	0.000000	0.000000	0.000000	10.842471	9.961046	5.636782	17.428947	14.402260	14.175858	8.144352	0.000000	0.000000	0.000000	0.000000	32.685112
1	7129414	7155271	ENSBTAG00000020122	ENSBTAG00000020122	-	19.325098	12.372864	27.753469	19.923014	18.706541	9.097857	18.914198	8.964617	10.334074	9.499967	16.653889	20.183882	17.430878	17.278009	18.010006	24.572502	10.747184	28.187891	9.590694	21.156271	13.500370	30.246462	9.066201
1	8918075	8918386	ENSBTAG00000052349	ENSBTAG00000052349	+	7.344297	8.644541	24.686047	3.828410	6.293219	0.0	27.195971	26.890451	17.476658	6.590664	16.087626	35.831013	29.349174	4.495056	10.453660	2.228928	27.938349	26.086212	17.827438	21.723537	5.321485	13.572991	12.354875
1	8960274	8960585	ENSBTAG00000052332	ENSBTAG00000052332	+	7.344297	8.644541	24.686047	3.828410	6.293219	0.0	27.195971	26.890451	17.476658	6.590664	16.441603	35.752827	29.349174	4.510828	10.453660	2.228928	27.938349	26.086212	17.841444	21.723537	5.321485	13.572991	12.354875
1	9440973	9491324	ENSBTAG00000000648	ENSBTAG00000000648	+	4.196504	4.008544	9.608007	6.491951	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	2.456496	2.780168	6.414931	1.424250	4.159204	2.780209	5.444234	0.000000	0.000000	2.522319	0.000000
1	7183913	7240822	ENSBTAG00000000201	ENSBTAG00000000201	+	21.833467	11.832441	11.015912	9.144432	4.065976	4.934322	15.749318	5.714124	8.665193	5.509534	5.680277	4.221485	3.017115	12.133394	13.898603	9.700439	12.833735	15.567436	0.760042	4.149676	7.383063	3.262267	0.000000
1	9583345	9592271	ENSBTAG00000000706	ENSBTAG00000000706	+	6.786658	2.924737	12.796319	11.502214	5.479555	4.801589	7.130373	8.871766	3.321630	6.012744	9.836667	7.203114	6.376142	5.893481	13.306319	2.312666	8.062938	5.389192	10.200031	5.759328	5.413013	9.667977	0.000000
1	10656634	10691694	ENSBTAG00000019043	ENSBTAG00000019043	-	46.812248	20.367498	19.669001	28.327044	27.155640	19.454020	17.459869	12.941204	15.139394	5.400499	16.061176	0.000000	10.016077	16.624710	27.750977	19.783136	22.690441	25.541975	24.119270	36.670521	23.884737	10.333508	9.015364
1	10690694	10698960	ENSBTAG00000000605	ENSBTAG00000000605	+	82.312195	52.272572	114.654289	92.433861	0.000000	95.826759	145.663391	98.778206	44.879612	54.964859	89.654251	59.480484	109.608299	103.181824	117.321068	65.807854	67.284821	116.083534	79.921829	148.436172	48.992584	27.699156	51.387882
1	10702387	10787934	ENSBTAG00000000603	ENSBTAG00000000603	-	1.066024	3.495260	0.000000	8.708308	2.031659	0.000000	2.219526	1.851174	6.187958	2.853926	6.329727	0.000000	0.000000	5.102444	9.238328	0.000000	0.000000	2.010247	4.554178	2.992846	3.051211	4.386756	9.373480
1	10823242	10849340	ENSBTAG00000019542	ENSBTAG00000019542	+	12.602222	0.000000	15.748030	0.000000	22.273653	23.878864	4.131558	9.637724	24.328423	4.960625	8.547734	0.000000	0.000000	0.000000	0.000000	5.409668	28.530945	8.398078	10.869107	0.000000	36.733459	14.554924	5.293208
1	10231296	10543984	ENSBTAG00000017753	ENSBTAG00000017753	+	20.329771	13.628651	22.167940	22.036289	14.698530	44.790710	30.001577	8.976311	22.102213	25.000725	25.236025	18.264730	12.378683	22.092064	27.817783	15.656661	8.930655	26.026152	15.426235	29.347721	25.096798	7.435508	34.969147
1	19227894	19256713	ENSBTAG00000001395	ENSBTAG00000001395	+	33.407207	16.386497	9.232676	16.448406	13.448009	14.261031	27.587938	16.176182	13.755505	6.151440	0.000000	11.175422	11.156755	11.721292	15.706526	11.149465	18.268333	25.263029	13.808063	30.341255	3.057663	0.000000	31.508564
1	19417655	19437170	ENSBTAG00000018704	ENSBTAG00000018704	+	0.000000	0.0	5.739759	5.099967	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	5.221094	0.0	5.265819	0.000000	0.0	3.294099	0.000000	0.000000	0.000000	0.0	0.0	0.0
1	19437777	19502580	ENSBTAG00000004869	ENSBTAG00000004869	-	25.955372	18.038630	24.752029	27.296196	21.495331	15.200708	14.731902	19.457281	18.350245	12.280066	30.309425	17.568699	10.204011	23.605959	24.884171	5.956691	29.594494	33.814175	12.392754	23.374825	12.975541	34.154961	19.832668
1	21167188	21328190	ENSBTAG00000019314	ENSBTAG00000019314	-	0.000000	3.969223	9.740566	3.584093	7.344900	2.706645	0.000000	10.674874	8.511091	5.419415	10.166404	9.671947	1.491917	2.807134	2.890811	4.448076	12.329479	6.989865	0.000000	0.000000	2.767460	0.000000	2.971735
1	22093841	22189794	ENSBTAG00000052575	ENSBTAG00000052575	+	0.000000	9.609164	0.617997	8.514972	0.000000	0.000000	9.784249	0.000000	0.000000	0.000000	8.084315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.541102	3.662309	4.072466	0.000000	5.049422	26.971115
1	22189815	22193285	ENSBTAG00000047293	ENSBTAG00000047293	+	24.837152	12.581250	7.151949	13.235147	14.252185	7.855742	13.840889	5.928017	14.815783	14.041558	20.283304	9.305598	8.514352	15.283048	16.370800	11.112094	9.451017	18.395206	10.072465	11.170706	7.400367	9.150331	23.033096
1	22783876	22794051	ENSBTAG00000012908	ENSBTAG00000012908	+	22.585699	13.284263	37.629074	30.396721	32.771587	19.976831	37.899311	14.912343	29.331841	15.182034	15.508275	20.091154	20.270586	48.389343	21.348644	31.646631	33.443531	33.795673	16.395916	32.326542	20.322872	37.799469	21.853956
1	24870588	25065331	ENSBTAG00000010462	ENSBTAG00000010462	+	0.000000	2.245805	0.0	5.628686	2.847461	3.390561	0.000000	0.000000	0.000000	1.648745	4.511085	0.000000	5.228882	8.156855	1.798499	3.316166	2.172123	0.000000	3.616816	0.000000	1.145903	3.359444	1.146809
1	26116520	26265576	ENSBTAG00000009851	ENSBTAG00000009851	-	6.576262	1.552252	0.871309	0.768377	2.510714	4.839163	3.459802	4.134283	4.030609	3.012302	8.063885	3.927226	1.405524	3.193475	0.000000	2.351132	6.041062	5.175990	1.969996	2.832749	1.298238	4.668387	2.946945
1	35381297	35415198	ENSBTAG00000007939	ENSBTAG00000007939	+	20.753838	13.655215	17.520647	19.376904	10.660234	3.727186	11.500778	9.624858	4.086386	0.000000	6.786907	5.983432	8.950982	17.466211	27.032167	10.155900	7.639215	9.993855	17.076136	23.577906	11.998837	9.717430	17.139652
1	36156437	36162573	ENSBTAG00000007970	ENSBTAG00000007970	+	10.111423	5.453367	23.004129	9.413808	9.410545	9.419322	7.029192	3.078291	10.929546	5.965189	0.000000	12.833858	8.617091	9.744390	9.224586	17.075800	20.401154	20.966961	3.634624	11.050104	25.133875	14.861897	16.464912
1	29107326	29419066	ENSBTAG00000036262	ENSBTAG00000036262	-	82.988144	49.344772	67.047806	59.441040	32.434734	18.500626	48.958290	54.371048	38.168919	40.741299	54.417286	51.189182	28.320541	49.979187	79.737549	51.753323	77.253281	73.407730	39.710655	43.408062	37.324177	41.781578	25.021845
1	36058732	36063724	ENSBTAG00000046959	ENSBTAG00000046959	-	26.757063	22.368414	24.598419	35.256695	25.023035	31.557093	24.114763	8.908067	30.462004	21.428350	15.283813	21.731098	13.616151	23.942991	25.437262	24.222374	24.994869	38.118660	12.009815	29.930742	28.668049	20.453432	23.528175
1	36063528	36147146	ENSBTAG00000023675	ENSBTAG00000023675	+	6.603651	10.811272	8.676645	6.847568	5.094955	4.614178	8.982780	3.492579	0.000000	6.936381	0.000000	2.411674	3.237239	2.444561	3.785603	1.289033	2.099674	4.699737	4.336543	4.403147	1.209203	4.106237	5.689465
1	37110684	37519280	ENSBTAG00000006811	ENSBTAG00000006811	+	1.661641	0.000000	0.0	0.0	0.000000	3.161468	0.000000	0.0	0.0	2.885768	1.821182	0.000000	0.0	0.0	0.0	0.000000	0.0	1.623014	0.000000	0.000000	0.000000	0.0	0.000000
1	38360629	38420853	ENSBTAG00000015728	ENSBTAG00000015728	+	2.020341	7.539472	4.247973	5.642781	0.000000	5.674599	0.000000	1.937791	0.000000	5.509650	6.576221	0.0	6.887004	0.000000	0.000000	0.0	7.356973	0.000000	3.461106	8.469647	11.206194	5.584974	10.917306
1	38275588	38352554	ENSBTAG00000005155	ENSBTAG00000005155	+	13.407393	18.294317	5.121061	3.025871	10.504059	9.083178	18.476751	16.608000	5.228731	2.924968	0.000000	8.796681	13.226575	3.100888	0.000000	10.773465	10.591867	12.357010	0.000000	21.567793	0.000000	3.518154	8.398634
1	40865156	40865454	ENSBTAG00000045781	ENSBTAG00000045781	+	153.634369	192.935791	144.472153	263.805206	137.506134	183.114471	83.501892	146.046982	188.350327	235.082016	64.556000	167.718643	333.070068	88.612579	159.232361	163.739853	46.324497	141.861374	156.283051	204.087921	206.908661	234.775696	206.690689
1	40948983	40950338	ENSBTAG00000034182	ENSBTAG00000034182	+	1.511138	0.436027	1.483349	1.757347	0.0	0.442931	1.968268	1.024003	1.383439	1.994671	0.780483	0.331829	0.397792	0.0	0.0	0.961592	2.255829	1.747983	3.018252	0.425714	0.320826	0.436669	0.960447
1	38203313	38267163	ENSBTAG00000023652	ENSBTAG00000023652	-	448.084930	307.986206	405.847504	302.611786	366.999023	461.502319	658.593384	343.625427	433.208801	525.585388	535.724304	305.740967	339.440887	350.795837	280.519714	409.225922	566.251038	333.271973	313.486115	544.052612	569.582214	461.930298	631.279053
1	42010599	42049950	ENSBTAG00000010091	ENSBTAG00000010091	+	0.000000	4.542231	0.0	2.500210	4.263072	5.206298	1.462469	0.000000	4.720927	5.048679	3.025658	0.000000	0.0	0.000000	2.364646	2.843624	5.077325	2.682945	3.579975	5.225760	9.139971	2.576082	5.465119
1	42822730	42830190	ENSBTAG00000020996	ENSBTAG00000020996	-	10.893244	6.309127	14.348184	5.159046	9.369156	19.684074	9.777710	0.000000	17.821806	12.737648	12.646284	13.400226	16.768044	13.424764	11.565176	11.825601	14.043055	17.858597	7.924865	10.664510	10.993051	14.953438	23.297417
1	42888156	42901415	ENSBTAG00000004124	ENSBTAG00000004124	-	62.000736	59.071812	52.693474	33.696529	32.484051	36.505348	49.528679	38.736504	54.124844	18.434824	52.141876	34.193142	49.499977	40.400932	78.047104	48.331932	37.832119	60.036476	35.682648	45.266228	40.019073	60.530582	43.928020
1	42070368	42196081	ENSBTAG00000047147	ENSBTAG00000047147	+	1.131442	0.000000	2.654626	1.585368	0.000000	1.068205	1.186736	1.563038	1.662678	1.029375	3.989769	0.542363	0.0	0.547009	1.663134	1.576992	3.432250	1.892684	2.666998	1.582857	1.624637	2.087781	4.746164
1	42194819	42230806	ENSBTAG00000015546	ENSBTAG00000015546	-	11.123256	5.376849	3.911374	4.681187	0.000000	0.000000	16.930796	0.000000	0.000000	2.553675	3.216410	0.000000	0.0	7.262355	0.000000	0.000000	0.000000	13.249726	4.314102	3.561651	14.307042	6.979062	0.000000
1	43047976	43111603	ENSBTAG00000004471	ENSBTAG00000004471	+	18.544275	21.635347	24.561384	25.487892	5.579119	13.961091	22.645916	20.297764	23.813717	16.774311	17.326586	22.555304	5.091468	18.338417	29.869329	13.916366	15.857903	28.452320	11.993842	14.758527	5.956416	10.322803	11.055212
1	43112237	43195312	ENSBTAG00000014889	ENSBTAG00000014889	-	5.827303	6.112638	8.166167	8.328826	2.618958	10.930002	2.708937	3.567923	8.436829	6.341147	10.354311	3.695541	5.723747	3.745946	8.939810	7.265700	0.000000	2.478601	9.259347	11.781316	6.158122	8.383595	0.000000
1	43902264	44073696	ENSBTAG00000013662	ENSBTAG00000013662	+	1.998041	4.570157	3.678628	2.778593	4.072649	8.641496	6.177279	2.725778	4.863399	5.430671	7.519929	4.729133	2.308752	3.358006	2.969378	5.428132	7.628985	2.876266	3.410062	6.447726	3.498295	2.949538	1.619795
1	44554751	44611092	ENSBTAG00000015010	ENSBTAG00000015010	+	4.604843	17.716078	15.510756	7.280873	3.063114	14.167650	10.051682	14.698356	19.292988	12.501847	20.607103	14.688947	8.500491	13.692314	12.869566	10.927745	12.259237	11.715216	9.118014	9.930291	16.668234	4.121514	8.660127
1	44617553	44637448	ENSBTAG00000004833	ENSBTAG00000004833	+	45.463375	46.405800	16.145544	51.857513	0.000000	28.577486	34.266449	46.174053	18.738962	16.944571	48.067375	23.726072	17.457619	25.174303	30.412031	0.000000	34.266628	38.500553	15.653420	23.678999	26.519390	16.877962	25.863758
1	44650783	44687949	ENSBTAG00000014302	ENSBTAG00000014302	-	54.384357	67.118622	52.317039	50.500435	37.830521	41.436764	83.054085	35.728142	32.033913	38.262333	47.788303	46.367538	42.338100	61.301914	44.298977	44.296207	54.792595	60.122643	26.144747	54.467976	29.017813	55.131485	39.549107
1	44688566	44729118	ENSBTAG00000034442	ENSBTAG00000034442	+	2.225751	4.110193	5.451030	6.045172	0.000000	0.000000	5.397643	4.644187	0.000000	7.381338	0.000000	0.000000	0.000000	0.000000	2.555639	0.000000	11.028369	8.020786	6.650778	4.522161	11.408265	0.000000	0.000000
1	45155599	45188354	ENSBTAG00000016363	ENSBTAG00000016363	+	12.749605	10.882318	4.501690	9.954711	16.955173	16.159796	26.589523	7.828053	6.203516	9.651705	19.355223	16.206011	9.008977	3.081991	12.596348	20.655907	12.931060	8.034442	18.785450	17.585335	8.245387	5.923566	12.996133
1	44096867	44402309	ENSBTAG00000013664	ENSBTAG00000013664	-	0.000000	3.477654	2.392393	4.619410	3.165050	4.639619	1.195037	4.565914	3.635061	4.284069	5.577709	1.189748	0.000000	5.993646	6.156802	0.000000	3.025257	4.763783	6.388523	0.0	0.000000	0.000000	3.076029
1	45816823	45988234	ENSBTAG00000016932	ENSBTAG00000016932	-	6.964371	0.000000	3.665448	0.000000	7.075529	4.894394	3.643268	0.000000	3.820754	3.946197	3.778200	1.247737	0.000000	4.991625	1.716325	2.600703	4.239179	0.829137	2.242652	1.629328	0.0	6.409286	0.000000
1	45964099	45969615	ENSBTAG00000018731	ENSBTAG00000018731	+	0.000000	0.000000	0.000000	0.000000	7.848429	0.000000	13.817000	8.088091	0.000000	0.000000	4.764316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.245899	0.000000	0.000000	0.0	0.000000	0.000000
1	45988289	45992514	ENSBTAG00000024027	ENSBTAG00000024027	+	9.104142	10.399014	11.138336	11.282265	15.184545	14.741056	19.082344	16.448008	15.914305	22.239935	26.308529	11.594074	7.888633	9.698034	3.014237	11.585261	7.379578	8.773845	5.211914	19.721483	0.000000	8.403230	10.356702
1	46001965	46016856	ENSBTAG00000015069	ENSBTAG00000015069	+	15.346561	24.858007	36.093437	23.080324	29.662079	33.263882	33.984074	42.796120	35.231106	16.640560	29.586313	40.645264	10.699769	26.772591	38.792553	36.811398	29.484575	35.463787	34.614639	32.582611	26.865219	31.316975	24.438885
1	46028911	46058876	ENSBTAG00000013460	ENSBTAG00000013460	-	10.767625	2.513006	3.531784	5.007133	6.625351	5.441614	7.986529	1.754714	2.637739	3.619325	8.509109	5.106801	2.292646	11.465429	7.932947	4.125251	12.477083	6.197512	4.251521	8.212448	0.000000	4.858028	9.317275
1	46061453	46066949	ENSBTAG00000013461	ENSBTAG00000013461	-	468.419128	387.599731	438.750732	389.217133	267.691559	411.109741	346.479858	327.964966	374.638245	428.193909	495.500793	410.175873	264.242798	372.621857	519.452637	423.834991	590.820007	520.346863	475.528076	498.473633	406.055603	389.948486	474.746887
1	46077322	46098614	ENSBTAG00000013464	ENSBTAG00000013464	+	0.000000	2.844135	5.346826	4.280491	0.000000	1.437286	10.235228	4.206159	5.835983	2.742269	0.000000	0.000000	6.284736	2.944009	0.000000	0.000000	3.664711	2.804198	0.000000	7.560106	2.895087	1.416967	3.108804
1	46190242	46201247	ENSBTAG00000010987	ENSBTAG00000010987	+	8.690305	3.406894	9.043649	8.165662	5.169576	0.000000	17.948318	14.071861	6.090485	10.161136	3.132561	7.599664	4.958107	4.788712	2.847680	6.275526	14.183041	9.071269	6.088793	6.805515	6.970929	14.634385	5.902973
1	49930775	50160291	ENSBTAG00000000088	ENSBTAG00000000088	+	34.550388	36.057529	31.631422	27.261389	41.325123	35.784939	38.343830	24.922733	52.700008	36.773518	63.805992	25.007620	36.582317	54.045784	18.705523	56.392529	47.613449	50.767948	35.313934	37.518436	30.923267	25.154053	25.471899
1	52879903	52953508	ENSBTAG00000005787	ENSBTAG00000005787	-	0.000000	6.815627	0.000000	10.963103	5.942815	0.000000	6.178187	0.000000	5.789910	0.000000	0.000000	7.990676	0.000000	0.000000	8.055560	7.515662	22.259039	19.564333	0.000000	0.000000	0.000000	0.000000	0.000000
1	52712128	52777176	ENSBTAG00000003585	ENSBTAG00000003585	-	58.853580	73.960358	65.350769	61.694309	59.319153	58.062771	119.742188	75.505730	67.998932	63.205544	98.782608	67.211807	34.291393	67.189072	88.544968	56.449799	117.578445	104.216187	52.721180	76.919983	63.604763	55.532555	52.284191
1	52133128	52430797	ENSBTAG00000006893	ENSBTAG00000006893	+	8.970851	5.403796	10.313981	2.435422	15.055085	7.436834	9.106968	3.401345	10.974294	1.924836	11.758070	8.438993	5.246405	5.000311	9.404580	12.792956	11.167392	4.692306	7.892263	13.655576	7.824111	4.562304	10.839243
1	53561497	53563094	ENSBTAG00000049130	ENSBTAG00000049130	+	0.000000	3.626532	0.000000	7.001463	0.000000	3.280002	6.770568	4.375760	0.000000	4.375882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	2.742342	0.000000	0.0	0.0	3.655192	0.0
1	53901976	53919631	ENSBTAG00000050173	ENSBTAG00000050173	+	30.095844	11.951696	0.000000	18.632751	0.0	69.429024	0.000000	0.000000	0.0	18.147453	43.393536	0.0	0.000000	0.000000	0.0	28.332811	0.000000	19.239204	0.0	0.000000	0.000000	0.000000	0.000000
1	54226950	54227678	ENSBTAG00000022275	ENSBTAG00000022275	-	22.504374	15.401854	26.343733	37.854828	23.227541	26.770279	35.836613	11.164695	31.274158	14.326352	24.756067	9.453704	9.512037	19.153763	5.180167	24.540243	42.397446	36.288593	31.057959	37.481804	28.636473	24.805277	36.573891
1	53578753	53626469	ENSBTAG00000049108	ENSBTAG00000049108	+	2.030494	3.783962	0.0	0.0	0.000000	0.0	0.000000	1.860689	3.971804	3.639308	0.000000	0.000000	0.0	0.0	6.030201	0.0	4.712154	0.000000	0.000000	1.909738	6.772230	5.603779	4.136110
1	55893616	56089185	ENSBTAG00000013769	ENSBTAG00000013769	+	27.121544	58.226204	63.370255	68.246223	32.357403	29.165236	63.693157	53.796253	44.688267	64.484879	49.610424	53.833004	37.271305	56.816578	43.244205	67.638329	36.422615	67.165924	34.040985	49.861435	27.193182	71.528793	76.664780
1	56737576	56750712	ENSBTAG00000004601	ENSBTAG00000004601	+	22.960279	6.646276	11.401324	30.281311	46.929916	30.298594	7.520125	13.189617	0.000000	19.601385	15.675890	10.284593	25.398493	18.789566	52.028786	10.346247	26.393740	21.077461	21.680376	35.814930	10.452312	25.600670	0.000000
1	57309120	57343709	ENSBTAG00000009084	ENSBTAG00000009084	-	32.021843	33.917194	38.056587	21.699091	30.279924	13.983002	24.050547	58.242809	16.281862	21.156832	5.189138	25.545860	14.172825	20.753551	17.965654	57.897961	0.000000	48.536777	8.302165	32.984299	17.237787	54.383106	40.936886
1	57725471	57740983	ENSBTAG00000005723	ENSBTAG00000005723	-	0.000000	0.000000	2.779180	2.463206	0.000000	4.954190	0.000000	0.000000	0.000000	4.774004	7.152617	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	3.824589	0.000000	2.430221	0.0	0.000000	0.0
1	56486571	56727153	ENSBTAG00000001209	ENSBTAG00000001209	+	26.466187	35.372932	36.454372	50.590950	25.705338	46.799049	32.511463	28.385315	27.221115	32.755074	35.652237	30.804401	25.117476	37.204556	25.778582	43.233612	48.153030	36.261185	33.067505	44.183121	36.719868	50.131516	45.434174
1	57343853	57364455	ENSBTAG00000009085	ENSBTAG00000009085	+	26.375706	18.113832	32.501816	27.595505	26.788424	13.572719	26.569052	23.570236	26.427368	19.675631	34.432354	30.900545	26.577400	17.204910	33.726284	27.233212	41.003456	33.511681	16.165760	19.186447	20.016638	24.074825	25.240484
