Chr	start	end	pid	gid	strand	Pheno171012	Pheno211121	Pheno171115	Pheno200302	Pheno170804	Pheno240104	Pheno220101	Pheno171310	Pheno171113	Pheno211133	Pheno170727	Pheno210103	Pheno220411	Pheno171303	Pheno220112	Pheno220402	Pheno211125	Pheno200304	Pheno170907	Pheno180108	Pheno220116	Pheno171112	Pheno220410
1	1985522	2012383	ENSBTAT00000012108	ENSBTAG00000009188	+	16.544573	15.337201	14.193348	18.695591	20.690111	20.478094	21.754368	18.450081	22.727575	12.501638	26.393372	13.061762	7.078621	25.980396	20.258211	21.984344	33.393211	14.054746	20.272736	16.083921	8.268214	17.455956	7.227636
1	1960445	1985068	ENSBTAT00000082942	ENSBTAG00000008482	-	0.000000	0.000000	6.352557	0.000000	0.000000	0.000000	6.305711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.873001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.078845	5.040772
1	1971775	1985068	ENSBTAT00000072838	ENSBTAG00000008482	-	0.000000	6.311238	2.549470	0.000000	0.000000	5.201229	6.977841	0.000000	1.875409	0.000000	5.194467	0.000000	0.000000	0.000000	4.697997	4.465758	0.000000	0.000000	5.148415	0.000000	9.265325	2.026296	2.022309
1	1954230	1985068	ENSBTAT00000011175	ENSBTAG00000008482	-	26.621130	35.090382	24.516573	32.182518	30.860579	22.898010	16.283274	26.486639	31.600647	27.931494	22.803190	36.274380	21.686832	27.183043	39.345440	24.182785	23.249535	44.645004	21.148327	22.613884	17.996435	13.742217	27.074469
1	1978829	1978892	ENSBTAT00000075301	ENSBTAG00000052933	-	12.815579	9.909901	15.988441	7.159605	6.108738	3.753757	16.785391	10.619099	9.835626	7.615351	12.618233	13.123507	1.021615	9.707261	8.202559	10.798109	9.130739	18.753746	9.901219	12.853334	0.000000	9.930187	0.000000
1	2098968	2121525	ENSBTAT00000080092	ENSBTAG00000012899	-	0.000000	4.726626	0.000000	12.541740	0.000000	0.000000	0.000000	0.000000	0.000000	15.445684	0.000000	15.289225	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.046258	0.000000
1	2098968	2121320	ENSBTAT00000066996	ENSBTAG00000012899	-	191.608276	263.022369	269.661011	200.052734	174.172943	194.056290	274.936157	234.064560	170.231400	188.534409	219.315857	229.445374	198.463348	172.192200	195.633804	183.567535	412.351074	289.715027	155.437057	212.743225	167.299744	217.539825	245.232574
1	2189895	2218344	ENSBTAT00000029080	ENSBTAG00000021819	-	32.370819	34.416203	33.593018	22.404219	32.344765	30.070173	64.521446	25.441544	38.621471	31.663591	19.235868	27.246891	37.038673	16.253649	21.406916	29.767780	28.145521	32.717915	35.264027	26.367792	43.879574	35.727982	47.816799
1	2285475	2314059	ENSBTAT00000025852	ENSBTAG00000019404	-	7.150794	5.363826	0.000000	8.609638	15.814094	17.764170	36.686016	6.668852	9.354587	14.677732	13.058571	19.741663	0.000000	5.252655	10.845553	0.000000	0.000000	9.932202	0.000000	13.648816	10.461281	5.056219	14.792787
1	2315596	2350090	ENSBTAT00000020239	ENSBTAG00000015212	-	18.887295	30.390303	12.451146	12.035655	19.765572	3.542753	28.692816	23.857344	16.424685	20.824390	15.871363	15.067591	3.263044	16.849276	21.379150	23.876728	30.661522	8.844089	19.374792	20.163025	18.460823	25.301891	23.447311
1	2786812	2819637	ENSBTAT00000003986	ENSBTAG00000003064	+	10.431528	6.263568	13.085934	16.034765	4.490480	1.542392	9.617811	2.026399	4.314725	4.991934	6.617083	8.400815	10.496776	8.297248	11.052702	15.314719	11.688273	16.549534	5.668206	7.752506	14.481325	9.264205	3.553779
1	2924656	2936276	ENSBTAT00000003977	ENSBTAG00000003059	+	7.376188	11.884234	0.000000	19.508463	6.753587	0.0	12.423499	0.000000	22.189106	0.000000	21.419033	7.513620	0.000000	7.616145	13.695900	24.136263	7.501746	26.342093	0.000000	0.000000	0.000000	11.392036	8.062613
1	2827691	2916599	ENSBTAT00000069185	ENSBTAG00000003063	+	0.935551	1.993028	1.552257	0.000000	0.000000	4.704148	5.774877	0.000000	0.000000	0.904350	2.162458	3.783292	2.547728	2.881046	2.775260	4.059611	0.000000	0.000000	1.711455	0.000000	0.000000	0.000000	0.000000
1	3760509	3822150	ENSBTAT00000083963	ENSBTAG00000018855	+	1.183139	0.000000	4.846501	2.751364	3.518242	1.232313	5.476245	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	1.302967	0.000000	0.000000	3.182004	0.000000	0.897899	0.000000	0.000000	0.000000
1	3103263	3180340	ENSBTAT00000016473	ENSBTAG00000012412	+	1.273154	2.642836	0.639804	0.000000	0.000000	0.484181	1.444053	0.000000	1.353299	0.000000	0.000000	0.0	0.577815	1.557542	0.000000	1.396894	3.873947	0.000000	1.182247	0.000000	0.000000	0.000000	0.000000
1	3824601	3833406	ENSBTAT00000032452	ENSBTAG00000018854	-	963.729370	816.333435	904.802612	1101.106201	1106.721558	903.668945	826.699829	789.690186	969.497192	813.436401	977.902405	626.824097	756.578979	1022.017456	904.715759	1008.914673	1055.635254	1229.209961	674.489136	907.094177	1010.973145	1023.528809	1012.846619
1	6815185	6858058	ENSBTAT00000005416	ENSBTAG00000004139	-	6.752058	10.671032	16.635866	5.936252	6.159172	8.515658	18.213188	5.419402	5.910695	6.879728	13.138997	5.597908	1.945940	8.772706	13.547429	13.116851	2.907195	12.881931	8.816144	10.710884	4.349767	0.000000	12.986526
1	7114205	7127950	ENSBTAT00000018917	ENSBTAG00000014233	+	57.117023	66.546936	32.363842	76.839958	58.880836	45.387684	58.246616	52.390934	49.128757	52.306419	28.996969	41.394234	33.612408	64.379723	57.126072	59.004314	67.735901	68.972809	39.025146	47.925964	38.770767	44.968716	58.123737
1	7129414	7155271	ENSBTAT00000026801	ENSBTAG00000020122	-	12.372864	19.325098	19.923014	27.753469	18.706541	9.097857	18.914198	8.964617	10.334074	9.499967	16.653889	20.183882	15.456561	17.278009	18.010006	24.572502	20.140678	10.747184	9.590694	21.156271	13.500370	30.246462	9.066201
1	8918075	8918386	ENSBTAT00000056505	ENSBTAG00000052349	+	8.644541	7.344297	3.828410	24.686047	6.293219	0.0	27.195971	26.890451	17.476658	6.590664	16.087626	35.831013	29.349174	4.495056	10.453660	2.228928	26.086212	27.938349	17.827438	21.723537	5.321485	13.572991	12.354875
1	8960274	8960585	ENSBTAT00000054510	ENSBTAG00000052332	+	8.644541	7.344297	3.828410	24.686047	6.293219	0.0	27.195971	26.890451	17.476658	6.590664	16.441603	35.752827	29.349174	4.510828	10.453660	2.228928	26.086212	27.938349	17.841444	21.723537	5.321485	13.572991	12.354875
1	7183913	7240822	ENSBTAT00000032432	ENSBTAG00000000201	+	11.832441	21.833467	9.144432	11.015912	4.065976	4.934322	15.749318	5.714124	8.665193	5.509534	5.680277	4.221485	3.017115	12.133394	13.898603	9.700439	15.567436	12.833735	0.760042	4.149676	7.383063	3.262267	0.000000
1	9440973	9491324	ENSBTAT00000000849	ENSBTAG00000000648	+	4.008544	4.196504	6.491951	9.608007	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	2.456496	2.780168	6.414931	1.424250	2.780209	4.159204	5.444234	0.000000	0.000000	2.522319	0.000000
1	9583345	9592271	ENSBTAT00000000944	ENSBTAG00000000706	+	2.924737	6.786658	11.502214	12.796319	5.479555	4.801589	7.130373	8.871766	3.321630	6.012744	9.836667	7.203114	6.376142	5.893481	13.306319	2.312666	5.389192	8.062938	10.200031	5.759328	5.413013	9.667977	0.000000
1	10656783	10690868	ENSBTAT00000078958	ENSBTAG00000019043	-	0.000000	0.000000	0.000000	0.000000	27.155640	19.454020	0.000000	0.000000	0.000000	5.400499	16.061176	0.000000	10.016077	0.000000	27.750977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.333508	9.015364
1	10691780	10698960	ENSBTAT00000066011	ENSBTAG00000000605	+	0.000000	0.000000	48.982056	114.654289	0.000000	89.267548	143.257996	75.465141	40.470867	0.000000	42.321224	0.000000	109.608299	96.462074	117.321068	0.000000	116.083534	0.000000	79.921829	148.436172	0.000000	0.000000	0.000000
1	10690694	10698911	ENSBTAT00000032427	ENSBTAG00000000605	+	52.272572	82.312195	43.451813	0.000000	0.000000	6.559236	2.405394	23.313036	4.408747	54.964859	47.333027	59.480484	0.000000	6.719751	0.000000	65.807854	0.000000	67.284821	0.000000	0.000000	48.992584	27.699156	51.387882
1	10656634	10691694	ENSBTAT00000025345	ENSBTAG00000019043	-	20.367498	46.812248	28.327044	19.669001	0.000000	0.000000	17.459869	12.941204	15.139394	0.000000	0.000000	0.000000	0.000000	16.624710	0.000000	19.783136	25.541975	22.690441	24.119270	36.670521	23.884737	0.000000	0.000000
1	10823242	10835021	ENSBTAT00000026038	ENSBTAG00000019542	+	0.000000	0.000000	0.000000	15.748030	22.273653	14.438257	0.000000	0.000000	0.000000	4.835739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.398078	15.719751	0.000000	0.000000	36.733459	0.000000	0.000000
1	10823242	10835021	ENSBTAT00000067126	ENSBTAG00000019542	+	0.000000	12.602222	0.000000	0.000000	0.000000	3.054369	4.131558	9.637724	24.328423	0.124886	8.547734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.588608	10.869107	0.000000	0.000000	9.679085	0.000000
1	10823242	10839049	ENSBTAT00000078359	ENSBTAG00000019542	+	0.000000	0.000000	0.000000	0.000000	0.000000	6.386239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.409668	0.000000	11.222615	0.000000	0.000000	0.000000	4.875839	5.293208
1	10702387	10787934	ENSBTAT00000080737	ENSBTAG00000000603	-	3.495260	1.066024	8.708308	0.000000	2.031659	0.000000	2.219526	1.851174	6.187958	2.853926	6.329727	0.000000	0.000000	5.102444	9.238328	0.000000	2.010247	0.000000	4.554178	2.992846	3.051211	4.386756	9.373480
1	19227894	19256713	ENSBTAT00000001832	ENSBTAG00000001395	+	16.386497	33.407207	16.448406	9.232676	13.448009	14.261031	27.587938	16.176182	13.755505	6.151440	0.000000	11.175422	11.156755	11.721292	15.706526	11.149465	25.263029	18.268333	13.808063	30.341255	3.057663	0.000000	31.508564
1	19458706	19494833	ENSBTAT00000067490	ENSBTAG00000004869	-	16.490057	20.674559	0.000000	21.987782	14.227242	15.200708	14.731902	14.718088	17.296869	12.280066	30.309425	14.773795	10.204011	23.605959	20.703371	5.956691	33.814175	29.594494	12.392754	23.374825	9.608270	20.238945	19.832668
1	19458706	19502580	ENSBTAT00000006400	ENSBTAG00000004869	-	1.548573	5.280813	27.296196	2.764247	0.000000	0.000000	0.000000	4.739194	1.053350	0.000000	0.000000	2.794904	0.000000	0.000000	4.180799	0.000000	0.000000	0.000000	0.000000	0.000000	3.367272	0.000000	0.000000
1	10231296	10543984	ENSBTAT00000085054	ENSBTAG00000017753	+	13.628651	20.329771	22.036289	15.776143	14.698530	24.765160	30.001577	8.976311	22.102213	25.000725	25.236025	18.264730	9.553795	22.092064	27.817783	15.656661	24.012854	8.930655	15.426235	29.347721	25.096798	7.435508	34.969147
1	22783876	22794051	ENSBTAT00000017155	ENSBTAG00000012908	+	13.284263	22.585699	30.396721	37.629074	32.771587	19.976831	37.899311	14.912343	29.331841	15.182034	15.508275	20.091154	20.270586	48.389343	21.348644	31.646631	33.795673	33.443531	16.395916	32.326542	20.322872	37.799469	21.853956
1	21167188	21328190	ENSBTAT00000075352	ENSBTAG00000019314	-	3.969223	0.000000	3.584093	9.740566	7.344900	2.706645	0.000000	10.674874	8.511091	5.419415	10.166404	9.671947	1.491917	2.807134	2.890811	4.448076	6.989865	11.091553	0.000000	0.000000	2.767460	0.000000	2.971735
1	22141007	22189794	ENSBTAT00000072612	ENSBTAG00000052575	+	6.453323	0.000000	3.795227	0.617997	0.000000	0.000000	7.060793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.947016	0.000000	2.292997	4.072466	0.000000	5.049422	9.402695
1	22093841	22113626	ENSBTAT00000072128	ENSBTAG00000052575	+	2.632691	0.000000	1.021556	0.000000	0.000000	0.000000	2.723456	0.000000	0.000000	0.000000	5.606339	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.226320	0.000000	0.000000	0.000000	3.042966
1	22189815	22193285	ENSBTAT00000065805	ENSBTAG00000047293	+	12.581250	24.837152	13.235147	7.151949	14.252185	7.855742	13.840889	5.928017	14.815783	14.041558	20.283304	9.305598	8.514352	15.283048	16.370800	11.112094	18.395206	9.451017	10.072465	11.170706	7.400367	9.150331	23.033096
1	26116520	26265528	ENSBTAT00000061264	ENSBTAG00000009851	-	1.552252	6.576262	0.768377	0.871309	2.510714	4.839163	3.459802	4.134283	4.030609	3.012302	8.063885	3.927226	1.405524	3.193475	0.000000	2.351132	5.175990	6.041062	1.969996	2.832749	1.298238	3.051618	2.946945
1	24876177	25063611	ENSBTAT00000079296	ENSBTAG00000010462	+	2.245805	0.000000	5.628686	0.0	2.847461	3.390561	0.000000	0.000000	0.000000	1.648745	4.511085	0.000000	4.407601	8.156855	1.798499	3.316166	0.000000	2.172123	3.616816	0.000000	1.145903	3.359444	1.146809
1	35381297	35415198	ENSBTAT00000010436	ENSBTAG00000007939	+	13.655215	20.753838	19.376904	17.520647	10.660234	3.727186	11.500778	9.624858	4.086386	0.000000	6.786907	5.983432	8.950982	17.466211	27.032167	10.155900	9.993855	7.639215	17.076136	23.577906	11.998837	9.717430	17.139652
1	29107326	29419066	ENSBTAT00000050765	ENSBTAG00000036262	-	0.000000	28.369961	0.000000	0.000000	0.000000	0.000000	0.174551	0.000000	0.000000	0.000000	5.054516	0.000000	2.063194	0.528137	0.000000	0.239218	0.000000	0.000000	0.000000	6.770782	0.000000	3.619144	0.000000
1	29107326	29419066	ENSBTAT00000083071	ENSBTAG00000036262	-	49.344772	54.618179	59.441040	67.047806	32.434734	18.500626	48.783741	54.371048	38.168919	40.741299	49.362797	51.189182	26.257347	49.451057	79.737549	51.514107	73.407730	77.253281	39.710655	36.637280	37.324177	38.162457	25.021845
1	36156437	36162573	ENSBTAT00000010480	ENSBTAG00000007970	+	5.453367	10.111423	9.413808	23.004129	9.410545	9.419322	7.029192	3.078291	10.929546	5.965189	0.000000	12.833858	8.617091	9.744390	9.224586	17.075800	20.966961	20.401154	3.634624	11.050104	25.133875	14.861897	16.464912
1	36063528	36146684	ENSBTAT00000084938	ENSBTAG00000023675	+	10.811272	6.542759	6.847568	8.676645	5.094955	4.564929	8.982780	3.492579	0.000000	6.888826	0.000000	2.411674	3.237239	2.444561	3.785603	1.289033	4.699737	2.099674	4.336543	4.403147	1.171614	4.106237	5.689465
1	36058732	36063724	ENSBTAT00000066239	ENSBTAG00000046959	-	22.368414	26.757063	35.256695	24.598419	25.023035	31.557093	24.114763	8.908067	30.462004	21.428350	15.283813	21.731098	13.616151	23.942991	25.437262	24.222374	38.118660	24.994869	12.009815	29.930742	28.668049	20.453432	23.528175
1	37110684	37519280	ENSBTAT00000008955	ENSBTAG00000006811	+	0.000000	1.661641	0.0	0.0	0.000000	3.161468	0.000000	0.0	0.0	2.885768	1.821182	0.000000	0.0	0.0	0.0	0.000000	1.623014	0.0	0.000000	0.000000	0.000000	0.0	0.000000
1	38275588	38352554	ENSBTAT00000006796	ENSBTAG00000005155	+	18.294317	13.407393	3.025871	5.121061	10.504059	9.083178	18.476751	16.608000	5.228731	2.924968	0.000000	8.796681	13.226575	3.100888	0.000000	10.773465	12.357010	10.591867	0.000000	21.567793	0.000000	3.518154	8.398634
1	38360629	38420853	ENSBTAT00000020876	ENSBTAG00000015728	+	7.539472	2.020341	5.642781	4.247973	0.000000	5.674599	0.000000	1.937791	0.000000	5.509650	6.576221	0.0	6.887004	0.000000	0.000000	0.0	0.000000	7.356973	3.461106	8.469647	11.206194	5.584974	10.917306
1	40948983	40950338	ENSBTAT00000015004	ENSBTAG00000034182	+	0.436027	1.511138	1.757347	1.483349	0.0	0.442931	1.968268	1.024003	1.383439	1.994671	0.780483	0.331829	0.397792	0.0	0.0	0.961592	1.747983	2.255829	3.018252	0.425714	0.320826	0.436669	0.960447
1	40865156	40865454	ENSBTAT00000066181	ENSBTAG00000045781	+	192.935791	153.634369	263.805206	144.472153	137.506134	183.114471	83.501892	146.046982	188.350327	235.082016	64.556000	167.718643	333.070068	88.612579	159.232361	163.739853	141.861374	46.324497	156.283051	204.087921	206.908661	234.775696	206.690689
1	38203318	38267163	ENSBTAT00000032377	ENSBTAG00000023652	-	261.457123	283.839142	191.342331	182.073349	169.303757	223.838776	260.503235	211.097931	176.578812	191.674515	353.516602	173.170074	266.112274	210.106186	148.137360	355.470795	166.571167	326.957397	179.999771	267.645874	335.151337	186.982269	254.971313
1	38203313	38267128	ENSBTAT00000067662	ENSBTAG00000023652	-	46.529095	164.245789	106.651726	223.774139	197.695267	237.663559	398.090149	132.527512	256.629974	333.910919	182.207657	132.570877	72.453239	140.689651	132.382339	53.755138	162.710281	228.957062	133.486328	276.406738	234.430817	274.947998	349.058533
1	42010599	42049950	ENSBTAT00000013306	ENSBTAG00000010091	+	4.542231	0.000000	2.500210	0.0	4.263072	5.206298	1.462469	0.000000	4.720927	5.048679	3.025658	0.000000	0.0	0.000000	2.364646	2.843624	2.682945	5.077325	3.579975	5.225760	9.139971	2.576082	5.465119
1	42822730	42830190	ENSBTAT00000080474	ENSBTAG00000020996	-	6.309127	10.893244	5.159046	14.348184	9.369156	19.684074	9.777710	0.000000	17.821806	12.737648	12.646284	13.400226	16.768044	13.424764	11.565176	11.825601	17.858597	14.043055	7.924865	10.664510	10.993051	14.953438	23.297417
1	42888156	42901415	ENSBTAT00000005398	ENSBTAG00000004124	-	59.071812	62.000736	33.696529	52.693474	32.484051	36.505348	49.528679	38.736504	54.124844	18.434824	52.141876	34.193142	49.499977	40.400932	78.047104	48.331932	60.036476	37.832119	35.682648	45.266228	40.019073	60.530582	43.928020
1	42936757	42941412	ENSBTAT00000064354	ENSBTAG00000023666	+	0.000000	0.0	8.003119	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	18.498594	0.000000	0.0	15.086261	0.000000	0.000000	22.685419	25.885876	0.000000	15.954780	12.199614	0.000000	0.0
1	42070368	42196081	ENSBTAT00000063463	ENSBTAG00000047147	+	0.000000	1.131442	1.585368	2.654626	0.000000	1.068205	1.186736	1.563038	1.662678	1.029375	3.989769	0.542363	0.0	0.547009	1.663134	1.576992	1.892684	3.432250	2.666998	1.582857	1.624637	2.087781	4.746164
1	42194819	42230806	ENSBTAT00000070121	ENSBTAG00000015546	-	5.376849	0.000000	4.681187	3.911374	0.000000	0.000000	16.930796	0.000000	0.000000	2.553675	0.000000	0.000000	0.0	7.262355	0.000000	0.000000	13.249726	0.000000	4.314102	3.561651	14.307042	6.979062	0.000000
1	43112237	43195312	ENSBTAT00000019822	ENSBTAG00000014889	-	6.112638	5.827303	8.328826	8.166167	2.618958	10.930002	2.708937	3.567923	8.436829	6.341147	10.354311	3.695541	5.723747	3.745946	8.939810	7.265700	2.478601	0.000000	9.259347	11.781316	6.158122	8.383595	0.000000
1	43047976	43111603	ENSBTAT00000005868	ENSBTAG00000004471	+	21.635347	18.544275	25.487892	24.561384	5.579119	13.961091	22.645916	20.297764	23.813717	16.774311	17.326586	22.555304	5.091468	18.338417	29.869329	13.916366	28.452320	15.857903	11.993842	14.758527	5.956416	10.322803	11.055212
1	43902264	44073696	ENSBTAT00000018159	ENSBTAG00000013662	+	4.570157	1.998041	2.778593	3.678628	4.072649	8.641496	6.177279	2.725778	4.863399	5.430671	7.519929	4.729133	2.308752	3.358006	2.969378	5.428132	2.876266	7.628985	3.410062	6.447726	3.498295	2.949538	1.619795
1	44096867	44402309	ENSBTAT00000018161	ENSBTAG00000013664	-	3.477654	0.000000	4.619410	2.392393	3.165050	4.639619	1.195037	4.565914	3.635061	4.284069	5.577709	1.189748	0.000000	5.993646	6.156802	0.000000	4.763783	3.025257	6.388523	0.0	0.000000	0.000000	3.076029
1	44554751	44611092	ENSBTAT00000032386	ENSBTAG00000015010	+	17.716078	4.604843	7.280873	15.510756	3.063114	14.167650	10.051682	14.698356	19.292988	12.501847	20.607103	14.688947	8.500491	13.692314	12.869566	10.927745	11.715216	12.259237	9.118014	9.930291	16.668234	4.121514	8.660127
1	44617616	44637448	ENSBTAT00000006347	ENSBTAG00000004833	+	37.355122	39.088306	44.755215	16.145544	0.000000	28.577486	34.266449	41.704365	13.501178	16.944571	48.067375	23.726072	14.480257	25.174303	30.412031	0.000000	35.486103	28.793224	15.653420	17.102110	26.519390	16.877962	25.863758
1	44617553	44637162	ENSBTAT00000087123	ENSBTAG00000004833	+	9.050706	6.375071	7.102300	0.000000	0.000000	0.000000	0.000000	4.469688	5.237785	0.000000	0.000000	0.000000	2.977362	0.000000	0.000000	0.000000	3.014423	5.473404	0.000000	6.576890	0.000000	0.000000	0.000000
1	44650783	44687949	ENSBTAT00000019001	ENSBTAG00000014302	-	67.118622	54.384357	50.500435	52.317039	37.830521	41.436764	83.054085	35.728142	32.033913	38.262333	47.788303	46.367538	42.338100	61.301914	44.298977	44.296207	60.122643	54.792595	26.144747	54.467976	29.017813	55.131485	39.549107
1	44688566	44729118	ENSBTAT00000085137	ENSBTAG00000034442	+	0.000000	2.225751	6.045172	5.451030	0.000000	0.000000	5.397643	4.644187	0.000000	6.509759	0.000000	0.000000	0.000000	0.000000	2.555639	0.000000	6.151230	11.028369	6.650778	4.522161	9.102968	0.000000	0.000000
1	45155599	45188354	ENSBTAT00000004503	ENSBTAG00000016363	+	10.882318	12.749605	9.954711	4.501690	16.955173	16.159796	26.589523	7.828053	6.203516	9.651705	19.355223	16.206011	9.008977	3.081991	12.596348	20.655907	8.034442	12.931060	18.785450	17.585335	8.245387	5.923566	12.996133
1	44948235	45061338	ENSBTAT00000005845	ENSBTAG00000004459	+	17.586575	0.0	21.907740	0.000000	0.000000	0.0	0.0	2.883590	0.000000	0.0	0.000000	0.0	0.0	0.000000	26.265627	0.0	0.0	0.0	0.0	0.000000	0.000000	5.971787	26.995201
1	45988289	45992514	ENSBTAT00000033093	ENSBTAG00000024027	+	10.399014	9.104142	11.282265	11.138336	15.184545	14.741056	19.082344	16.448008	15.914305	22.239935	26.308529	11.594074	7.888633	9.698034	3.014237	11.585261	8.773845	7.379578	5.211914	19.721483	0.000000	8.403230	10.356702
1	45816823	45962890	ENSBTAT00000022522	ENSBTAG00000016932	-	0.000000	6.964371	0.000000	3.665448	7.075529	4.894394	3.643268	0.000000	3.820754	3.946197	3.778200	1.247737	0.000000	4.991625	1.716325	2.600703	0.829137	4.239179	2.242652	1.629328	0.0	6.409286	0.000000
1	45964099	45969615	ENSBTAT00000054699	ENSBTAG00000018731	+	0.000000	0.000000	0.000000	0.000000	7.848429	0.000000	13.817000	8.088091	0.000000	0.000000	4.764316	0.000000	0.000000	0.000000	0.000000	0.000000	4.245899	0.000000	0.000000	0.000000	0.0	0.000000	0.000000
1	46001965	46016856	ENSBTAT00000017901	ENSBTAG00000015069	+	24.858007	15.346561	23.080324	36.093437	29.662079	33.263882	33.984074	42.796120	35.231106	16.640560	29.586313	40.645264	10.699769	26.772591	38.792553	36.811398	35.463787	29.484575	34.614639	32.582611	26.865219	31.316975	24.438885
1	46028911	46058876	ENSBTAT00000017903	ENSBTAG00000013460	-	2.513006	10.767625	5.007133	3.531784	6.625351	5.441614	7.986529	1.754714	2.637739	3.619325	8.509109	5.106801	2.292646	11.465429	7.932947	4.125251	6.197512	12.477083	4.251521	8.212448	0.000000	4.858028	9.317275
1	46061453	46066949	ENSBTAT00000017905	ENSBTAG00000013461	-	387.599731	468.419128	389.217133	438.750732	267.691559	411.109741	346.479858	327.964966	374.638245	428.193909	495.500793	410.175873	264.242798	372.621857	519.452637	423.834991	520.346863	590.820007	475.528076	498.473633	406.055603	389.948486	474.746887
1	46077322	46098614	ENSBTAT00000017907	ENSBTAG00000013464	+	2.844135	0.000000	4.280491	5.346826	0.000000	1.437286	10.235228	4.206159	5.835983	2.742269	0.000000	0.000000	6.284736	2.944009	0.000000	0.000000	2.804198	3.664711	0.000000	7.560106	2.895087	1.416967	3.108804
